116 6670
2 14 107,70329614269008
2 15 97,40636529508737
2 18 125,02799686470227
2 19 132,9661611087573
2 20 140,91131963046828
2 21 148,86235252742716
2 24 122,70289320142373
2 32 188,29763673503712
2 34 209,87615395751848
2 36 226,87441459979573
2 37 235,42302351299458
2 39 233,23807579381202
2 44 248,12899870833317
2 45 248
2 46 248,12899870833317
2 47 248,51559307214507
2 48 249,15858403835898
2 49 250,05599372940455
2 51 259,10615585122633
2 52 257,9922479455536
2 53 257,12253887981115
2 54 256,4995126701024
2 55 256,12496949731394
2 56 256
2 57 256,12496949731394
2 58 256,4995126701024
2 59 248,51559307214507
2 64 257,9922479455536
2 65 259,10615585122633
2 67 273,87588429797904
2 69 280,713376952364
2 75 289,10897599348243
2 76 281,3680863211036
2 78 293,50298124550625
2 79 277,04151313476467
2 80 270,7027890510181
2 81 268,2088738278434
2 84 262,0534296665472
2 86 252,23005372080465
2 88 256,632032295269
2 89 259,97692205270835
2 93 276,3186566267287
2 94 283,7463656154912
2 96 294,15642097360376
2 97 286,77517326295873
2 98 279,42798714516766
2 99 271,0350530835449
2 101 257,6198750096739
2 104 248,12899870833317
2 106 233,23807579381202
2 107 230,3388807822075
2 108 245,40578640284747
2 109 252,3568901377571
2 111 240,66574330386118
2 114 238,66294224282078
2 115 236,91348631937356
2 118 234,19649869287116
2 125 184,69434208984313
2 128 156,81836627130127
2 130 148,21605850919124
2 131 140,22838514366484
2 132 132,24220203853233
2 134 116,06894502837527
2 135 116,61903789690601
2 136 117,71151175649729
2 137 119,33147112141039
2 138 121,45781160551181
2 149 132,9661611087573
2 150 146,75149062275312
2 151 169,799882214329
2 169 248,67649667791284
2 172 232,55106965997814
2 174 215,40659228538016
2 179 161,24515496597098
2 181 177,53872816937718
2 186 189,73665961010275
2 187 196,36700333813724
2 192 174
2 193 168,04761230080004
2 194 158,4929020492716
2 195 152,73506473629428
2 197 153,15351775261317
2 200 136,82105101189657
2 205 99,35793878699377
2 206 88,09086218218096
2 207 84,8528137423857
2 209 73,53910524340094
2 221 123,54756169184401
2 222 119,86659251017358
2 223 113,84199576606166
2 234 76,94153624668537
2 235 76,10519036176179
2 242 20
2 248 34,40930106817051
2 249 45,60701700396552
2 250 45,60701700396552
2 252 68,11754546370561
2 253 74,4043009509531
2 254 69,9714227381436
2 255 63,245553203367585
2 257 66,2117814289874
2 267 111,57060544785082
2 268 109,83624174196785
2 269 108,664621657649
2 270 108,07404868885037
2 276 54,405882034941776
2 278 36,22154055254967
2 279 28
2 280 8,94427190999916
5 6 10
5 8 30,463092423455635
5 9 28,284271247461902
5 13 61,18823416311342
5 14 69,05070600652827
5 15 60,13318551349163
5 18 92,77930803794561
5 19 100,71742649611338
5 20 108,664621657649
5 21 116,61903789690601
5 24 84,8528137423857
5 32 152,47294842036735
5 34 176
5 36 192,16659439142902
5 37 200,3596765818911
5 39 200,0399960007998
5 44 218,97945109073592
5 45 217,8072542409917
5 46 216,92394980729998
5 47 216,33307652783935
5 48 216,03703386225243
5 49 216,03703386225243
5 51 224,32119828495925
5 52 224,03571143904713
5 53 224,03571143904713
5 54 224,32119828495925
5 55 224,89108474992955
5 56 225,7432169523594
5 57 226,87441459979573
5 58 228,2805291740844
5 59 220,43593173527768
5 64 231,89652865017192
5 65 234,0939982143925
5 67 247,38633753705963
5 69 252,6024544615511
5 75 267,4023186137323
5 76 260
5 78 273,7882393383616
5 79 257,6198750096739
5 80 252,253840406841
5 81 248,67649667791284
5 84 239,23210486889087
5 86 228,32433072276814
5 88 235,5674001214939
5 89 240,60756430336932
5 93 260
5 94 266,92320993124594
5 96 277,8488797889961
5 97 270,9686328710392
5 98 264,1514716975849
5 99 257,41017850893155
5 101 244,13111231467406
5 104 231,2055362658948
5 106 217,51321798916038
5 107 213,3541656495134
5 108 227,29716232280595
5 109 233,45235059857504
5 111 220,14540649307222
5 114 216,92394980729998
5 115 213,95326592506132
5 118 208,806130178211
5 125 152,47294842036735
5 128 124,57929201917949
5 130 117,71151175649729
5 131 109,83624174196785
5 132 101,9803902718557
5 134 89,88882021697692
5 135 93,03762679690406
5 136 96,74709297958259
5 137 100,9554357129917
5 138 105,60303025955268
5 149 119,33147112141039
5 150 129,79984591670362
5 151 150,3595690337
5 169 235,28705871764387
5 172 220
5 174 199,71980372511885
5 179 148,05404418657398
5 181 163,21764610482532
5 186 184,04347312523745
5 187 189,52572384771415
5 192 175,32826355154492
5 193 165,60193235587562
5 194 159,84992962150469
5 195 155,79473675320358
5 197 153,1012736720371
5 200 135,35139452550905
5 205 101,9803902718557
5 206 91,3892772703669
5 207 92,34717104492157
5 209 82,46211251235322
5 221 138,85243966167826
5 222 137,46272221951665
5 223 136,0588108135596
5 234 105,90561835898981
5 235 107,70329614269008
5 242 57,688820407423826
5 248 48,16637831516918
5 249 56,142675390472796
5 250 64,1248781675256
5 252 74,72616676907762
5 253 77,25283166331187
5 254 69,85699678629192
5 255 67,05221845696084
5 257 62,609903369994115
5 267 94,40338976964757
5 268 89,88882021697692
5 269 85,88364221433555
5 270 82,46211251235322
5 276 23,323807579381203
5 278 32,2490309931942
5 279 28,284271247461902
5 280 33,94112549695428
6 8 21,633307652783937
6 9 18,439088914585774
6 13 51,419840528729765
6 14 59,22837157984339
6 15 50,15974481593781
6 18 82,87339742040264
6 19 90,79647570252934
6 20 98,73196037757987
6 21 106,6770828247567
6 24 74,96665925596525
6 32 142,50614021858848
6 34 166
6 36 182,17573932881405
6 37 190,3785702225962
6 39 190,04210059878838
6 44 209,1219739769114
6 45 207,8942038634074
6 46 206,9685966517626
6 47 206,3492185592182
6 48 206,03883129157958
6 49 206,03883129157958
6 51 214,3361845326169
6 52 214,03737991294884
6 53 214,03737991294884
6 54 214,3361845326169
6 55 214,93254755853056
6 56 215,82400237230334
6 57 217,00691233230336
6 58 218,47654336335515
6 59 210,64662351910604
6 64 222,25210910135362
6 65 224,54398232862977
6 67 237,69728648009425
6 69 242,79209212822397
6 75 258,15499220429575
6 76 250,79872407968904
6 78 264,76404589747455
6 79 248,65236777477105
6 80 243,41733709824368
6 81 239,70815588961506
6 84 229,89562849258357
6 86 218,8880992653552
6 88 226,43321311150447
6 89 231,67218218853984
6 93 251,4358765172544
6 94 258,2789190003706
6 96 269,2582403567252
6 97 262,4576156258378
6 98 255,7264163124334
6 99 249,23884127479008
6 101 236,00847442411893
6 104 222,61176967986216
6 106 209,1219739769114
6 107 204,79257799051214
6 108 218,54976549975981
6 109 224,58851261807672
6 111 211,10187114282053
6 114 207,74022239325728
6 115 204,63626267111115
6 118 199,24858845171275
6 125 142,50614021858848
6 128 114,6298390472568
6 130 107,8702924812944
6 131 100,0199980003999
6 132 92,19544457292888
6 134 80,62257748298549
6 135 84,11896337925236
6 136 88,20430828479978
6 137 92,80086206496145
6 138 97,83659846908007
6 149 111,80339887498948
6 150 121,60592090848209
6 151 141,66156853571826
6 169 227,2003521124032
6 172 212,08488866489287
6 174 191,38442987871298
6 179 140,356688476182
6 181 155,24174696260025
6 186 177,45985461506498
6 187 182,70194306574848
6 192 170,1763790894612
6 193 159,76232346833217
6 194 154,82893786369524
6 195 151,16877984557524
6 197 147,85127662620977
6 200 130
6 205 98,08159868191383
6 206 87,93179174792243
6 207 89,82204629154248
6 209 80,62257748298549
6 221 137,18600511714013
6 222 136,36715146984628
6 223 136,13228860193308
6 234 108,24047302187847
6 235 110,72488428533127
6 242 63,7808748764079
6 248 50
6 249 56,32051136131489
6 250 65,5133574166368
6 252 72,69112738154499
6 253 74,21590126111789
6 254 66,48308055437865
6 255 64,77653896280658
6 257 58,82176467941097
6 267 86,55634003352961
6 268 81,60882305241266
6 269 77,17512552629896
6 270 73,348483283569
6 276 15,620499351813308
6 278 32,55764119219941
6 279 31,304951684997057
6 280 41,617304093369626
8 9 8
8 13 32
8 14 40
8 15 32,984845004941285
8 18 68,35202996254024
8 19 75,8946638440411
8 20 83,5224520712844
8 21 91,21403400793103
8 24 56
8 32 124
8 34 148,48568954616468
8 36 164,04877323527901
8 37 172
8 39 172,74258305351347
8 44 194,03092537015846
8 45 192,2082204277434
8 46 190,70395905696347
8 47 189,52572384771415
8 48 188,67962264113208
8 49 188,17013578142522
8 51 196
8 52 196,16319736382766
8 53 196,65197685250968
8 54 197,46392075515973
8 55 198,59506539690256
8 56 200,0399960007998
8 57 201,79197209007103
8 58 203,8430768998545
8 59 196,16319736382766
8 64 208,806130178211
8 65 211,69789795838787
8 67 223,89283150650448
8 69 228,0350850198276
8 75 246,86838598735156
8 76 239,76655313033135
8 78 254,52701231892854
8 79 238,72997298202839
8 80 234,0939982143925
8 81 229,8173187555716
8 84 218,24756585125985
8 86 206,73654732533385
8 88 215,82400237230334
8 89 221,96396103872357
8 93 243,21184181696418
8 94 249,70382456021773
8 96 260,8601157708859
8 97 254,40125785852553
8 98 248,03225596683993
8 99 242,52834885843757
8 101 229,53866776645717
8 104 214,40149253211834
8 106 201,79197209007103
8 107 196,8146336022807
8 108 209,72362766269327
8 109 215,23010941780427
8 111 200,9975124224178
8 114 196,9771560359221
8 115 193,20455481173315
8 118 186,46179233290664
8 125 126,30122723077555
8 128 98,95453501482385
8 130 93,637599285757
8 131 86,16263691415206
8 132 78,79086241436883
8 134 71,21797525905943
8 135 76,4198926981712
8 136 82,07313811473277
8 137 88,09086218218096
8 138 94,40338976964757
8 149 108,81176406988355
8 150 116
8 151 133,68619973654722
8 169 220,90722034374522
8 172 206,49455198624491
8 174 184,39088914585776
8 179 136,23509092741122
8 181 149,9333185119305
8 186 176,40861656959956
8 187 180,88670487352022
8 192 173,07801709055948
8 193 160,99689437998487
8 194 158,24032355881985
8 195 155,58920271021378
8 197 150,78461459976612
8 200 132,9661611087573
8 205 105,22357150372724
8 206 96,33275663033837
8 207 100
8 209 92,34717104492157
8 221 148
8 222 148,21605850919124
8 223 149,9333185119305
8 234 125,53883861180172
8 235 128,80993750483694
8 242 84,8528137423857
8 248 68
8 249 72,11102550927978
8 250 82,46211251235322
8 252 84,38009243891595
8 253 84
8 254 76
8 255 76,4198926981712
8 257 68
8 267 83,23460818673925
8 268 76,83749084919418
8 269 70,76722405181653
8 270 65,11528238439882
8 276 25,298221281347036
8 278 50,11985634456667
8 279 51,22499389946279
8 280 63,245553203367585
9 13 32,984845004941285
9 14 40,792156108742276
9 15 32
9 18 65,96969000988257
9 19 73,7563556583431
9 20 81,58431221748455
9 21 89,44271909999159
9 24 56,568542494923804
9 32 124,25779653607253
9 34 148,05404418657398
9 36 164,04877323527901
9 37 172,18594600024707
9 39 172,18594600024707
9 44 192,2082204277434
9 45 190,70395905696347
9 46 189,52572384771415
9 47 188,67962264113208
9 48 188,17013578142522
9 49 188
9 51 196,16319736382766
9 52 196
9 53 196,16319736382766
9 54 196,65197685250968
9 55 197,46392075515973
9 56 198,59506539690256
9 57 200,0399960007998
9 58 201,79197209007103
9 59 194,03092537015846
9 64 206,18438350175796
9 65 208,806130178211
9 67 221,44976857066254
9 69 226,06193841511666
9 75 243,34337878808208
9 76 236,13555429032706
9 78 250,59928172283335
9 79 234,67424230196207
9 80 229,8173187555716
9 81 225,7432169523594
9 84 214,84878403193255
9 86 203,53869410998982
9 88 212,00943375236866
9 89 217,81643647805828
9 93 238,5623608199751
9 94 245,17748673155128
9 96 256,28109567426156
9 97 249,70382456021773
9 98 243,21184181696418
9 99 237,39418695494632
9 101 224,32119828495925
9 104 209,72362766269327
9 106 196,8146336022807
9 107 192,04166214652486
9 108 205,25106577068
9 109 210,95023109728987
9 111 196,9771560359221
9 114 193,20455481173315
9 115 189,69449122207
9 118 183,52111595127138
9 125 125,02799686470227
9 128 97,32420048477151
9 130 91,21403400793103
9 131 83,5224520712844
9 132 75,8946638440411
9 134 66,57326790837296
9 135 71,21797525905943
9 136 76,4198926981712
9 137 82,07313811473277
9 138 88,09086218218096
9 149 102,44998779892558
9 150 110,34491379306978
9 151 128,80993750483694
9 169 215,62931155109686
9 172 200,9975124224178
9 174 179,28747864811976
9 179 130,23056476879765
9 181 144,27751037497146
9 186 169,75276139138356
9 187 174,40183485273312
9 192 165,71059109181888
9 193 153,88307249337075
9 194 150,78461459976612
9 195 148
9 197 143,38758663147937
9 200 125,53883861180172
9 205 97,32420048477151
9 206 88,36288813749809
9 207 92
9 209 84,38009243891595
9 221 140
9 222 140,22838514366484
9 223 142,04224723651762
9 234 118,18629362155326
9 235 121,6552506059644
9 242 79,39773296511683
9 248 61,05735008989499
9 249 64,62197768561404
9 250 75,15317691222374
9 252 76,4198926981712
9 253 76
9 254 68
9 255 68,46897107449476
9 257 60
9 267 76,83749084919418
9 268 70,76722405181653
9 269 65,11528238439882
9 270 60
9 276 17,88854381999832
9 278 43,266615305567875
9 279 45,254833995939045
9 280 59,0592922409336
13 14 8
13 15 8
13 18 40
13 19 46,647615158762406
13 20 53,665631459994955
13 21 60,92618484691127
13 24 24
13 32 92
13 34 116,61903789690601
13 36 132,06059215375342
13 37 140
13 39 140,91131963046828
13 44 163,21764610482532
13 45 161,04657711357916
13 46 159,24823389915505
13 47 157,83535725559088
13 48 156,81836627130127
13 49 156,20499351813308
13 51 164
13 52 164,19500601419034
13 53 164,77863939236784
13 54 165,74679484080528
13 55 167,09278859364338
13 56 168,80758276807353
13 57 170,88007490635061
13 58 173,29743217947575
13 59 165,74679484080528
13 64 179,10890541790488
13 65 182,4719156473127
13 67 193,86593305684215
13 69 197,34234213670416
13 75 218,8332698654389
13 76 212
13 78 227,437903613272
13 79 212,03773249117714
13 80 208,0384579831335
13 81 203,2141727340886
13 84 190,03157632351525
13 86 178,13478043324386
13 88 188,60540819393276
13 89 195,6016359849784
13 93 218,24756585125985
13 94 224,32119828495925
13 96 235,59286916203556
13 97 229,53866776645717
13 98 223,60679774997897
13 99 219,24415613648634
13 101 206,64946164943183
13 104 189,69449122207
13 106 178,2133552795637
13 107 172,55723688098394
13 108 184,39088914585776
13 109 189,2828571212935
13 111 174,40183485273312
13 114 169,75276139138356
13 115 165,3602128687551
13 118 157,42934923323543
13 125 95,0789145920377
13 128 68,35202996254024
13 130 64,4980619863884
13 131 57,688820407423826
13 132 51,22499389946279
13 134 50,11985634456667
13 135 57,271284253105414
13 136 64,62197768561404
13 137 72,11102550927978
13 138 79,6994353806851
13 149 93,637599285757
13 150 96,74709297958259
13 151 110,63453348751464
13 169 198,31288409984865
13 172 184,91078930121952
13 174 161,44348856488452
13 179 118,1185844818672
13 181 129,79984591670362
13 186 161,24515496597098
13 187 164,58432489152787
13 192 163,5726138447387
13 193 149,45233353815524
13 194 149,9333185119305
13 195 148,86235252742716
13 197 142,04224723651762
13 200 125,02799686470227
13 205 105,22357150372724
13 206 98,95453501482385
13 207 104,9952379872535
13 209 100,31948963187563
13 221 151,4199458459816
13 222 153,3101431738944
13 223 158,24032355881985
13 234 140,91131963046828
13 235 145,60219778561037
13 242 109,83624174196785
13 248 87,72684879784524
13 249 88,09086218218096
13 250 99,35793878699377
13 252 93,03762679690406
13 253 89,88882021697692
13 254 82,46211251235322
13 255 85,88364221433555
13 257 75,15317691222374
13 267 69,85699678629192
13 268 62,0966987850401
13 269 54,405882034941776
13 270 46,8187996428785
13 276 46,647615158762406
13 278 71,21797525905943
13 279 75,47184905645283
13 280 91,3892772703669
14 15 11,313708498984761
14 18 33,94112549695428
14 19 40
14 20 46,647615158762406
14 21 53,665631459994955
14 24 16
14 32 84
14 34 108,664621657649
14 36 124,06449935416659
14 37 132
14 39 132,9661611087573
14 44 155,58920271021378
14 45 153,3101431738944
14 46 151,4199458459816
14 47 149,9333185119305
14 48 148,86235252742716
14 49 148,21605850919124
14 51 156
14 52 156,20499351813308
14 53 156,81836627130127
14 54 157,83535725559088
14 55 159,24823389915505
14 56 161,04657711357916
14 57 163,21764610482532
14 58 165,74679484080528
14 59 158,24032355881985
14 64 171,81385275931623
14 65 175,31685600648902
14 67 186,46179233290664
14 69 189,73665961010275
14 75 212
14 76 205,25106577068
14 78 220,87100307645636
14 79 205,60155641434235
14 80 201,79197209007103
14 81 196,8146336022807
14 84 183,17205026968497
14 86 171,1724276862369
14 88 182,04395073717774
14 89 189,2828571212935
14 93 212,30167215544958
14 94 218,24756585125985
14 96 229,53866776645717
14 97 223,60679774997897
14 98 217,8072542409917
14 99 213,7755832643195
14 101 201,3156725145859
14 104 183,86951895297926
14 106 172,74258305351347
14 107 166,90116836020053
14 108 178,39282496782207
14 109 183,09560344257315
14 111 168,04761230080004
14 114 163,21764610482532
14 115 158,64425612041552
14 118 150,3595690337
14 125 87,36131867136622
14 128 60,92618484691127
14 130 57,688820407423826
14 131 51,22499389946279
14 132 45,254833995939045
14 134 46,8187996428785
14 135 54,405882034941776
14 136 62,0966987850401
14 137 69,85699678629192
14 138 77,6659513557904
14 149 91,21403400793103
14 150 93,03762679690406
14 151 105,60303025955268
14 169 193,08029417835473
14 172 180
14 174 156,20499351813308
14 179 114,54256850621083
14 181 125,53883861180172
14 186 158,24032355881985
14 187 161,24515496597098
14 192 162,09873534361705
14 193 147,5127113166862
14 194 148,86235252742716
14 195 148,21605850919124
14 197 140,91131963046828
14 200 124,25779653607253
14 205 106,73331251301067
14 206 101,19288512538814
14 207 107,70329614269008
14 209 103,76897416858277
14 221 153,3101431738944
14 222 155,58920271021378
14 223 161,24515496597098
14 234 145,60219778561037
14 235 150,57224179774968
14 242 116,61903789690601
14 248 93,72299611087985
14 249 93,38094023943002
14 250 104,6900186264192
14 252 96,74709297958259
14 253 93,03762679690406
14 254 85,88364221433555
14 255 89,88882021697692
14 257 78,89233169326408
14 267 68,46897107449476
14 268 60,530983801686226
14 269 52,61178575186362
14 270 44,721359549995796
14 276 53,665631459994955
14 278 77,6659513557904
14 279 82,365041127896
14 280 98,79271228182775
15 18 35,77708763999664
15 19 43,08131845707603
15 20 50,59644256269407
15 21 58,240879114244144
15 24 25,298221281347036
15 32 92,34717104492157
15 34 116,06894502837527
15 36 132,06059215375342
15 37 140,22838514366484
15 39 140,22838514366484
15 44 161,04657711357916
15 45 159,24823389915505
15 46 157,83535725559088
15 47 156,81836627130127
15 48 156,20499351813308
15 49 156
15 51 164,19500601419034
15 52 164
15 53 164,19500601419034
15 54 164,77863939236784
15 55 165,74679484080528
15 56 167,09278859364338
15 57 168,80758276807353
15 58 170,88007490635061
15 59 163,21764610482532
15 64 176,0454486773231
15 65 179,10890541790488
15 67 191,03926298015284
15 69 195,05896544378575
15 75 214,84878403193255
15 76 207,88458336298052
15 78 223,03362975121038
15 79 207,46083967823904
15 80 203,2141727340886
15 81 198,59506539690256
15 84 186,11824198610947
15 86 174,41330224498358
15 88 184,22811946062956
15 89 190,8821626030049
15 93 213,0539837693724
15 94 219,27152117865194
15 96 230,51247254758255
15 97 224,32119828495925
15 98 218,24756585125985
15 99 213,55093069335942
15 101 200,83824337013107
15 104 184,39088914585776
15 106 172,55723688098394
15 107 167,09278859364338
15 108 179,28747864811976
15 109 184,40173534975207
15 111 169,75276139138356
15 114 165,3602128687551
15 115 161,24515496597098
15 118 153,93505123915085
15 125 93,38094023943002
15 128 65,96969000988257
15 130 60,92618484691127
15 131 53,665631459994955
15 132 46,647615158762406
15 134 43,266615305567875
15 135 50,11985634456667
15 136 57,271284253105414
15 137 64,62197768561404
15 138 72,11102550927978
15 149 86,16263691415206
15 150 89,88882021697692
15 151 104,6900186264192
15 169 192,4162155328911
15 172 178,75122377203465
15 174 155,58920271021378
15 179 111,13955191559843
15 181 123,2233744059949
15 186 153,93505123915085
15 187 157,42934923323543
15 192 155,7562197795003
15 193 141,7603611733548
15 194 142,04224723651762
15 195 140,91131963046828
15 197 134,16407864998737
15 200 117,09824934643558
15 205 97,32420048477151
15 206 91,21403400793103
15 207 97,40636529508737
15 209 93,03762679690406
15 221 143,61058456812992
15 222 145,60219778561037
15 223 150,78461459976612
15 234 134,40238093129153
15 235 139,31259813814398
15 242 105,67875850898325
15 248 82,46211251235322
15 249 82,07313811473277
15 250 93,38094023943002
15 252 85,88364221433555
15 253 82,46211251235322
15 254 75,15317691222374
15 255 78,89233169326408
15 257 68
15 267 62,0966987850401
15 268 54,405882034941776
15 269 46,8187996428785
15 270 39,395431207184416
15 276 43,08131845707603
15 278 66,57326790837296
15 279 71,55417527999327
15 280 88,54377448471462
18 19 8
18 20 16
18 21 24
18 24 25,298221281347036
18 32 64,62197768561404
18 34 84,8528137423857
18 36 101,9803902718557
18 37 110,63453348751464
18 39 108,29589096544707
18 44 126,30122723077555
18 45 125,02799686470227
18 46 124,25779653607253
18 47 124
18 48 124,25779653607253
18 49 125,02799686470227
18 51 134,16407864998737
18 52 132,9661611087573
18 53 132,24220203853233
18 54 132
18 55 132,24220203853233
18 56 132,9661611087573
18 57 134,16407864998737
18 58 135,82341477079717
18 59 128,06248474865697
18 64 140,4563989286355
18 65 143,38758663147937
18 67 155,58920271021378
18 69 160,099968769516
18 75 179,10890541790488
18 76 172,18594600024707
18 78 187,48866632412745
18 79 172,04650534085255
18 80 168,04761230080004
18 81 163,21764610482532
18 84 150,3595690337
18 86 138,63621460498698
18 88 148,66068747318505
18 89 155,60205654167942
18 93 178,39282496782207
18 94 184,39088914585776
18 96 195,67319693816015
18 97 189,69449122207
18 98 183,86951895297926
18 99 179,8777362543792
18 101 167,47537132366656
18 104 149,9333185119305
18 106 138,85243966167826
18 107 132,9661611087573
18 108 144,49913494550754
18 109 149,30505684671232
18 111 134,40238093129153
18 114 129,79984591670362
18 115 125,53883861180172
18 118 118,18629362155326
18 125 60
18 128 32
18 130 25,298221281347036
18 131 17,88854381999832
18 132 11,313708498984761
18 134 21,540659228538015
18 135 29,120439557122072
18 136 36,87817782917155
18 137 44,721359549995796
18 138 52,61178575186362
18 149 64
18 150 62,0966987850401
18 151 72,11102550927978
18 169 159,29846201391902
18 172 146,47866738880444
18 174 122,44182292011173
18 179 83,5224520712844
18 181 93,03762679690406
18 186 128,06248474865697
18 187 130,29197979921864
18 192 136,01470508735443
18 193 120,26637102698326
18 194 124,25779653607253
18 195 125,02799686470227
18 197 116,27553482998907
18 200 101,27191120937731
18 205 93,29523031752481
18 206 91,21403400793103
18 207 99,35793878699377
18 209 99,03534722511958
18 221 139,54210834009928
18 222 143,38758663147937
18 223 152,0526224699857
18 234 144,9413674559475
18 235 151,2084653714864
18 242 129,1200991325518
18 248 102,52804494381037
18 249 98,38699100999075
18 250 109,17875251164945
18 252 93,72299611087985
18 253 87,72684879784524
18 254 82,46211251235322
18 255 88,81441324469807
18 257 77,6659513557904
18 267 46,8187996428785
18 268 39,395431207184416
18 269 32,2490309931942
18 270 25,612496949731394
18 276 72
18 278 90,24411338142782
18 279 97,32420048477151
18 280 116,61903789690601
19 20 8
19 21 16
19 24 28,844410203711913
19 32 57,271284253105414
19 34 76,94153624668537
19 36 94,14881836751856
19 37 102,83968105745953
19 39 100,31948963187563
19 44 118,45674315968678
19 45 117,09824934643558
19 46 116,27553482998907
19 47 116
19 48 116,27553482998907
19 49 117,09824934643558
19 51 126,30122723077555
19 52 125,02799686470227
19 53 124,25779653607253
19 54 124
19 55 124,25779653607253
19 56 125,02799686470227
19 57 126,30122723077555
19 58 128,06248474865697
19 59 120,33287165193059
19 64 132,9661611087573
19 65 136,0588108135596
19 67 148
19 69 152,31546211727817
19 75 172,18594600024707
19 76 165,3602128687551
19 78 180,88670487352022
19 79 165,60193235587562
19 80 161,83942659315127
19 81 156,81836627130127
19 84 143,38758663147937
19 86 131,52946437965906
19 88 142,0563268566381
19 89 149,30505684671232
19 93 172,55723688098394
19 94 178,39282496782207
19 96 189,69449122207
19 97 183,86951895297926
19 98 178,2133552795637
19 99 174,64249196572982
19 101 162,43152403397562
19 104 144,27751037497146
19 106 133,68619973654722
19 107 127,5617497528158
19 108 138,62178760930766
19 109 143,17821063276352
19 111 128,06248474865697
19 114 123,2233744059949
19 115 118,72657663724664
19 118 110,92339699089638
19 125 52
19 128 24
19 130 17,88854381999832
19 131 11,313708498984761
19 132 8
19 134 25,612496949731394
19 135 32,2490309931942
19 136 39,395431207184416
19 137 46,8187996428785
19 138 54,405882034941776
19 149 64,4980619863884
19 150 60,530983801686226
19 151 68
19 169 154,40207252495026
19 172 142,04224723651762
19 174 117,64352935882194
19 179 81,58431221748455
19 181 89,88882021697692
19 186 126,30122723077555
19 187 128,06248474865697
19 192 136,13228860193308
19 193 120
19 194 125,02799686470227
19 195 126,30122723077555
19 197 117,09824934643558
19 200 102,83968105745953
19 205 97,65244492586962
19 206 96,33275663033837
19 207 104,6900186264192
19 209 104,9952379872535
19 221 143,38758663147937
19 222 147,56693396557372
19 223 156,81836627130127
19 234 151,2084653714864
19 235 157,63248396190426
19 242 136,82105101189657
19 248 110,05453193758083
19 249 105,60303025955268
19 250 116,27553482998907
19 252 100
19 253 93,72299611087985
19 254 88,81441324469807
19 255 95,4148835350125
19 257 84,38009243891595
19 267 50,11985634456667
19 268 43,266615305567875
19 269 36,87817782917155
19 270 31,240998703626616
19 276 80
19 278 98,0612053770501
